"PID","Sale_Price"
906380170,12.1717162750207
902204080,11.3501297177941
535478110,11.6774828552355
908152270,11.8931951314071
903458060,11.6986346528968
907285100,12.3775614335893
535377090,11.7349439542715
527354200,12.1655550479246
911128020,11.5399853262747
533242030,12.3266751129861
907135080,11.9689500203751
902104020,11.8703171758724
907414070,12.1277982807622
528228450,12.1463335301347
905425125,12.3001208365416
534225110,11.9209507913182
903427090,11.9624114548243
902109080,11.591422210487
531452020,11.7363684377071
534451020,11.2636790414536
531375120,12.0198779480762
531451280,12.2060440182123
907192030,12.121721755027
526350040,11.6715383066432
534202030,11.8799828535282
528172150,12.5708098795714
908275240,11.6314584669295
908151040,11.8939284340255
528458130,12.6729173602769
532378200,11.8158602048081
535303030,12.1018801950094
533208040,12.1873925983539
905201110,12.0331591399763
527126030,12.4502626001471
907412080,12.1297159789604
528142010,12.6460536530321
916403020,12.1113701221641
528120060,12.826419042763
904351280,11.7363651225728
533244030,12.4079018485977
924100070,12.0489927164955
906392100,12.3856503240833
905200350,11.9703950154516
535125010,12.4177044275698
907180120,12.2727494057889
534251320,11.9645682545385
527252050,12.6736234830939
905451330,11.9756154949665
527356020,12.534361671025
909131170,11.848780150022
528218030,12.1423728010617
903454060,11.2671719488397
907252020,12.4070918619902
923202060,11.8629682413158
528435040,12.682404253753
905201080,11.9552999394717
905300080,11.8557220003428
905229040,11.9553275285867
907254050,12.2127349438894
903426160,12.0052732263132
923228290,11.3158447326827
535402070,11.8698653915897
909101080,11.4092661803803
535175030,12.0061642199286
531475220,11.9567175648598
903454010,11.7756248839734
528228360,12.2169386196229
534427010,11.9194883435531
905476225,11.7254831886928
907202050,11.9567040925285
903227090,11.7098321051437
907290230,11.9087586566242
531375070,11.8727296975236
534427140,11.9121443941922
531452100,11.9896531779694
528186100,12.7002439905631
914476050,11.8772604059281
535382130,11.9279384616489
906226080,11.7666910664459
902207120,11.3906615019314
531376050,12.0989547936182
907295100,12.219468673867
903476090,11.6648166648379
531375060,11.9022110978127
535453150,11.861081095215
528106050,13.0465308948028
535454060,11.3282324656537
528106070,12.6986864803871
923229010,11.9810022102856
908102050,11.6079957388992
535425040,12.1792443375647
533221030,12.0877415768824
528427020,12.3610872154166
535352080,11.6357459090999
907203060,11.741184831368
903201080,12.0654084227258
908188130,11.8849164444713
907420080,12.1629428598119
908186070,11.9071253699416
531382090,12.0894966339578
527353080,12.0870124377637
533350050,12.6535576388242
528218130,12.2959631045797
534403100,11.9889191305681
905402070,11.6682564908814
533253050,12.0120044992882
907230240,11.847001112511
527403040,11.9592364386153
909252110,12.0585997221152
907290090,12.237294384762
923202025,12.1253744407452
534403360,11.9535581948052
527454120,11.7992674808968
907250020,12.3639722924673
907414060,12.1459570020077
909250200,11.8704415598343
923251160,11.6497978126918
527182190,12.2868787090875
528363130,12.7607969229613
535452140,11.6229848589158
527216050,12.9719199003783
904100140,12.307733078122
916125360,11.9750156689979
528250010,12.0630446800879
534276070,11.8553504126052
527357110,11.8148562572061
528441090,12.989598273388
531380080,12.3751378659352
904101170,11.6993375626722
527404150,11.603708205209
